id,PastNegNeutral,id,model1,model2,pronoun,sentiment,text1,text2,verb_tense
700,PresPosSingular,700,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,The staff is friendly and helpful.,Well maintained than no stars.,Present
701,PastPosSingular,701,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,So much.,I loved the food.,Past
702,PresNegPlural,702,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,But nothing are closed packed.,The servers are very rude.,Present
703,PastNegSingular,703,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Negative,Nothing came out of the food.,But it was not worth the price.,Past
704,PastPosSingular,704,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,"Sorry , i am.",The service was great.,Past
705,PresNegPlural,705,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,Do not waste your.,They have been warned.,Present
706,PresNegSingular,706,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Negative,My food is terrible.,In the past.,Present
707,PresNegPlural,707,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,They are rude.,What ' s.,Present
708,PresPosSingular,708,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,"Well maintained maintained packed sorry  sorry sorry served ; mention bartender attentive  informative patient , onions , onions.",The staff is very friendly and helpful.,Present
709,PresNegSingular,709,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Negative,But i will be desired.,The staff is not friendly.,Present
710,PastNegSingular,710,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Negative,Service was slow.,The  was.,Past
711,PresPosPlural,711,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,Their burgers are great.,The burgers are fresh and delicious.,Present
712,PastNegNeutral,712,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Negative,"So , we had no problem.",Their food came.,Past
713,PastPosPlural,713,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,Were great.,It were delicious.,Past
714,PastPosNeutral,714,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Positive,"Pleasant informative , it.",And the chips were fresh and salsa.,Past
715,PresNegNeutral,715,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Negative,That ' s not good.,Is pretty.,Present
716,PastPosPlural,716,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,Best wings we had in phoenix.,"Knowledgable , tasty.",Past
717,PastPosPlural,717,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,Our food came out of wings wings.,Had a great experience with friends.,Past
718,PresNegPlural,718,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,The servers are not friendly.,But portions are closed impressed lucky knowledgable recent recent recent recent recent recent recent recent recent recent recent recent recent.,Present
719,PresPosPlural,719,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,They were doing.,We love the salads and salads.,Present
720,PastPosSingular,720,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,I ordered the steak and it was delicious.,Oh salty onions mins later  sorry just right packed seem thought recommend brought brought recent recent wife boyfriend boyfriend.,Past
721,PastNegPlural,721,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,Sorry they were doing.,They gave me the wrong ones.,Past
722,PresNegNeutral,722,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Negative,How much better than average.,No wonder they are in the area.,Present
723,PastNegPlural,723,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,We just walked out and walked away.,Sorry they were doing half crap.,Past
724,PresNegPlural,724,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,They do not even finish.,These guys are horrible.,Present
725,PresPosNeutral,725,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Positive,"You will be back , thank you.",And you are great.,Present
726,PastPosPlural,726,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,All of us had a great time.,There are better.,Past
727,PastPosPlural,727,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,The wings were great.,She said say.,Past
728,PastPosPlural,728,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,We really enjoyed this place.,Tonight 14 minutes.,Past
729,PastPosSingular,729,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,Knowledgable knowledgable recommend tour guide.,Had a great experience with this place.,Past
730,PresNegSingular,730,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Negative,But you are closed.,I am sorry but i am sorry.,Present
731,PresNegPlural,731,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,And they are not that good.,Their burgers are closed patient packed side 12 minute tour.,Present
732,PresPosPlural,732,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,These guys are the best.,Their decent.,Present
733,PresNegNeutral,733,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Negative,Chips and salsa are not good.,But portions are better.,Present
734,PresNegSingular,734,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Negative,The place is a total scam.,I have ever received.,Present
735,PresPosSingular,735,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,It ' s a great place to sit outside.,But it gets has stopped going to say.,Present
736,PresPosSingular,736,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,The food here is great.,Been in town.,Present
737,PastNegPlural,737,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,Nothing was packed.,My nails were not painted.,Past
738,PresPosNeutral,738,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Positive,Very impressed.,The kids love this place.,Present
739,PastNegPlural,739,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,Nothing were absolutely ridiculous.,We did not have any other customers.,Past
740,PastPosNeutral,740,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Positive,All of them were great.,I got the food.,Past
741,PastPosPlural,741,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,The chips and salsa were delicious.,"Informative , onions , onions.",Past
742,PastPosPlural,742,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,Our last waitresses recent recent boyfriend boyfriend  nothing came out of wings wings.,The best part of the reviews were great.,Past
743,PastNegNeutral,743,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Negative,This was not that good.,For the amount.,Past
744,PastPosPlural,744,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,"Needless to say , the food.",They also had some good specials.,Past
745,PastPosPlural,745,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,Knowledgable knowledgable recommend kidding recent recent recent recent recent recent recent recent recent recent recent recent recent recent recent recent.,Got the wings and they were all very good.,Past
746,PresNegPlural,746,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,The prices are not cheap.,The worst thing have ever had.,Present
747,PastNegPlural,747,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,The amount dressing was packed.,The servers were not even that bad.,Past
748,PresPosPlural,748,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,Your time.,Prices are good too.,Present
749,PresPosPlural,749,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,Lots of fun and the prices are reasonable.,"Expensive , onions you are closed impressed lucky knowledgable knowledgable recent recent recent recent recent recent recent recent recent recent.",Present
750,PastPosPlural,750,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,All we had were great.,The first time.,Past
751,PresNegPlural,751,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,Rude are closed.,That is not that good.,Present
752,PastPosPlural,752,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,Our food came out of wings wings wings.,They were both very nice and helpful.,Past
753,PresPosSingular,753,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,I love this place.,Good luck.,Present
754,PresNegPlural,754,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,They are not good.,Makes me.,Present
755,PresNegPlural,755,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,She gets served.,They are not friendly.,Present
756,PresPosPlural,756,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,They are always so nice and helpful.,Knowledgable recommend.,Present
757,PastPosNeutral,757,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Positive,We loved it.,A bit.,Past
758,PastPosSingular,758,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,Service was great.,Was great.,Past
759,PresNegPlural,759,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,My fries are not good.,So much to help.,Present
760,PastPosPlural,760,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,It was a great experience.,There were doing.,Past
761,PresNegPlural,761,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,We were doing.,Are you kidding me ?.,Present
762,PastNegPlural,762,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,Salty 10 minutes for our food.,We just walked out and walked out.,Past
763,PastPosPlural,763,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,Both dishes were fresh and delicious.,Our food came out of wings wings who.,Past
764,PresNegNeutral,764,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Negative,This place is not good.,If you are.,Present
765,PastPosPlural,765,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,The fries were fresh and delicious.,Our food came out of the food.,Past
766,PastNegSingular,766,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Negative,There almost 13 minutes.,She said it was not that good.,Past
767,PastPosPlural,767,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,Had a great time here.,I got a great.,Past
768,PastPosNeutral,768,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Positive,Knowledgable lunch.,They got ta try it right away.,Past
769,PresPosPlural,769,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,Well maintained maintained than average average.,This is the best groomers in the valley.,Present
770,PresNegPlural,770,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,These guys are not pushy.,But they are closed packed.,Present
771,PresPosSingular,771,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,Best experience i have ever had.,But it is not worth it.,Present
772,PastPosPlural,772,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,The portions were huge and delicious.,"Knowledgable , onions , it was packed.",Past
773,PresNegNeutral,773,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Negative,Been to sit.,My kids love this place.,Present
774,PastNegPlural,774,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,Needless needless say else mention sure desk desk started waste patient waste s next next next week neighborhood omelet omelet.,They never even apologized to make us.,Past
775,PresPosPlural,775,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,When we have ever had.,Great place to take out of friends.,Present
776,PresPosPlural,776,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,The prices are reasonable.,So happy hour.,Present
777,PresNegNeutral,777,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Negative,But portions are better than average average ).,My kids and i am not kidding me.,Present
778,PastPosSingular,778,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,They got ta love it.,I could not.,Past
779,PastNegPlural,779,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,All the girls were very rude.,No dressing was packed.,Past
780,PresPosPlural,780,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,Do not good.,They do not disappoint.,Present
781,PastPosPlural,781,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Positive,All the nurses were very nice and helpful.,Knowledgable recent recent recent recent recent recent recent recent recent recent recent recent recent recent recent recent recent recent recent.,Past
782,PastPosNeutral,782,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Positive,She started started started very impressed.,One of the best meals i had ever had.,Past
783,PastNegSingular,783,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Negative,Was so much.,It was not worth it.,Past
784,PresPosNeutral,784,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Positive,Knowledgable knowledgable knowledgable recommend tour.,"Overall , they are always happy to do.",Present
785,PastPosNeutral,785,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Positive,They were completely doing half crap.,They were so happy with the outcome.,Past
786,PastPosSingular,786,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Singular,Positive,Informative incredibly knowledgable recommend this place is awesome.,The waiter did a great job on our face.,Past
787,PastNegSingular,787,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Negative,The waiter did not care about us.,Sorry served brown rice rice back.,Past
788,PastNegPlural,788,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Plural,Negative,My fries were cold.,There were.,Past
789,PresPosSingular,789,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,I always get a great job on my nails.,Knowledgable knowledgable knowledgable recommend tour guide knowledgeable.,Present
790,PastNegNeutral,790,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Negative,Tonight the first time.,We had a horrible experience.,Past
791,PresNegPlural,791,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,But nothing are super friendly.,The employees are so rude.,Present
792,PastNegPlural,792,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Negative,They were doing half the food.,They did not have any compensation.,Past
793,PastPosSingular,793,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,Staff was friendly and helpful.,She said about it.,Past
794,PastNegNeutral,794,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Negative,Even were incredibly.,They were not busy at all.,Past
795,PastNegNeutral,795,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Negative,They also had the same issue.,Served brown rice to say.,Past
796,PresPosPlural,796,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,Knowledgable knowledgable knowledgable recommend you.,They have the best burgers in the valley.,Present
797,PresPosPlural,797,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,Some great.,That ' s my favorite.,Present
798,PresPosPlural,798,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,Knowledgable knowledgable knowledgable kidding recent recent recent recent recent recent recent recent recent recent recent recent recent recent recent recent.,We have had the best burgers in the valley.,Present
799,PresNegNeutral,799,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Negative,Although the food is not good.,"Expensive , onions , onions.",Present
800,PresPosSingular,800,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Positive,The food is great.,And i am.,Present
801,PastPosPlural,801,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Plural,Positive,Our food came.,We had the best wings.,Past
802,PastNegSingular,802,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Singular,Negative,The food at the bar was not good.,My dog were absolutely ridiculous.,Past
803,PresPosNeutral,803,2021-Apr-27-09:53:10_6000_1,2021-Apr-30-09:22:17_6000_1,Neutral,Positive,The girls and staff are always friendly.,Well maintained maintained maintained packed sorry sorry ; needless mention  sorry spinatos professional ; mention mention recent recent recent.,Present
804,PastPosNeutral,804,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Positive,We were very impressed.,The best part we had in the area.,Past
805,PastNegNeutral,805,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Negative,Were absolutely awful romantic dog desk minute minute tour guide guide knowledgeable simple simple simple simple  nothing is pretty.,Would have been there last night.,Past
806,PastPosNeutral,806,2021-Apr-30-09:22:17_6000_1,2021-Apr-27-09:53:10_6000_1,Neutral,Positive,Fish was packed.,Was very nice and helpful.,Past
